CD_CVM	DENOM_SOCIAL	DENOM_COMERC	SETOR_ATIV	PF_PJ	CNPJ	DT_REG	DT_CONST	DT_CANCEL	MOTIVO_CANCEL	SIT_REG	DT_INI_SIT	SIT_EMISSOR	DT_INI_SIT_EMISSOR	CATEG_REG	DT_INI_CATEG	AUDITOR	CNPJ_AUDITOR	TP_ENDER	LOGRADOURO	COMPL	BAIRRO	CIDADE	UF	PAIS	CD_POSTAL	TEL	FAX	EMAIL	TP_RESP	RESP	DT_INI_RESP	LOGRADOURO_RESP	COMPL_RESP	BAIRRO_RESP	CIDADE_RESP	UF_RESP	PAIS_RESP	CEP_RESP	TEL_RESP	FAX_RESP	EMAIL_RESP	TP_MERC
23744	RENOVA COMP. SECURITIZ. DE CRÉDITOS FINANC. S.A.		SECURITIZAÇÃO DE RECEBÍVEIS	PJ	19133012000112	22/10/2015	25/09/2013			ATIVO	22/10/2015	FASE OPERACIONAL	02/07/2015	Categoria B	30/12/1899	MAZARS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES	7326840000198	SEDE	Avenida Paulista, 1.294	18o andar	Bela Vista	SÃO PAULO	SP	BRASIL		(11) 30471010	(11) 30542545	diretoria@renovabr.com.br ri@grupogaia.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	RENATO DE SOUZA BARROS FRASCINO	21/10/2016	R MIN. JESUÍNO CARDOSO, 633	8º ANDAR	VILA NOVA CONCEIÇÃO	SÃO PAULO	SP		4544051	(021) 30471010	(021) 30542545	ri@grupogaia.com.br	
21636	RENOVA ENERGIA S/A	RENOVA ENERGIA S/A	ENERGIA ELÉTRICA	PJ	8534605000174	20/08/2008	06/12/2006			ATIVO	20/08/2008	FASE OPERACIONAL	20/08/2008	Categoria A	19/03/2010	BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES	54276936000179	SEDE	Avenida Roque Petroni Junior, 850	T. Jaceru - 14 andar	Jardim das Acácias	SÃO PAULO	SP	BRASIL		(11) 35091101	(11) 51054125	ri@renovaenergia.cm.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	MARCELO JOSÉ MILLIET	23/10/2019	AVENIDA ROQUE PETRONI JUNIOR	850, T. JACERU,14º	JARDIM DAS ACÁCIAS	SÃO PAULO	SP		4707000	(11) 35091101	(11) 35091104	ri@renovaenergia.com.br	BOLSA
21539	REP REAL ESTATE PARTNERS DESENV IMOB SA	REP	Emp. Adm. Part. - Arrendamento Mercantil	PJ	8572741000159	11/07/2008	01/11/2006	13/08/2012	Cancelamento Voluntário - IN CVM 480/09	CANCELADA	13/08/2012	FASE OPERACIONAL	11/07/2008	Categoria B	01/01/2010	TERCO AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES	326016000199	SEDE	Rua Joaquim Floriano, 466	2º Andar - Edif Corp	Itaim Bibi	SÃO PAULO	SP	BRASIL		(011) 30415600	(11) 30415601	contabilidade@ldisa.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	FLÁVIO HADDAD BUAZAR	29/06/2011	RUA JOAQUIM FLORIANO, 466	2º AND - ED CORPOR	ITAIM BIBI	SÃO PAULO	SP		4534002	(11) 30412700	(11) 30412700	flavio.buazar@ldisa.com.br	BALCÃO NÃO ORGANIZADO
21440	RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS SA	LE LIS BLANC DEUX	Emp. Adm. Part. - Comércio (Atacado e Varejo)	PJ	49669856000143	18/04/2008	01/01/1982			ATIVO	18/04/2008	FASE OPERACIONAL	18/04/2008	Categoria A	01/01/2010	PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES	61562112000120	SEDE	Rua Oscar Freire nº 1119 e 1121	N/A	Cerqueira César	SÃO PAULO	SP	BRASIL		(011) 21492500	(11) 21492681	ri@lelis.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	RAFAEL DE CAMARGO	19/04/2018	RUA OTHÃO	405	VILA LEOPOLDINA	SÃO PAULO			5313020	(011) 21492500	(011) 21492500	ri@restoque.com.br	BOLSA
17337	RET PARTICIPAÇÕES S/A	RET PARTICIPAÇÕES SA	Emp. Adm. Part. - Telecomunicações	PJ	2363917000186	28/05/1998	19/01/1998	11/06/2018	Cancelamento Voluntário - IN CVM 480/09	CANCELADA	11/06/2018	FASE OPERACIONAL	28/05/1998	Categoria A	01/01/2010	PEMOM AUDITORES INDEPENDENTES S/S	18227733000129	SEDE	Rua Cardeal Arcoverde, 2365	7º and. - cj. 74	Pinheiros	SÃO PAULO	SP	BRASIL		(11) 32374588	(11) 32374588	luiz.vieira@bicharalaw.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	LUIZ HENRIQUE DE CARVALHO VIEIRA GONÇALVES	24/11/2017	RUA ALCINDO GUANABARA, 160	APT.54	JARDIM DA GLÓRIA	SÃO PAULO	SP		1546020	(011) 32374588	(011) 32374588	luiz.vieira@bicharalaw.com.br	BALCÃO ORGANIZADO
16250	REXAM BEVERAGE CAN SOUTH AMERICA S.A.	REXAM BEVERAGE CAN SOUTH AMERICA	METALURGIA E SIDERURGIA	PJ	29506474000191	14/05/1997	01/09/1989	19/05/2004	ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02	CANCELADA	19/05/2004					PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES	61562112000120	SEDE	AV. ALMIRANTE BARROSO 52	11º ANDAR	CENTRO	RIO DE JANEIRO	RJ	BRASIL		(21) 32313300	(21) 32313402	fdonatel@latasa.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	FLAVIO MARASSI DONATELLI	14/05/1997	AV. ALMIRANTE BARROSO 52, 11º	ANDAR	CENTRO	RIO DE JANEIRO	RJ	BRASIL	20031000	(21) 32313300	(21) 32313401	FDONATEL@LATASA.COM.BR	BOLSA
22098	RG PRIVATE BROKERS INT. DE NEGÓCIOS IMOB. LTDA	CERVEJASONLINE PARTICIPAÇÕES S/A	BEBIDAS E FUMO	PJ	11818783000131	21/07/2010	21/01/2010	18/08/2011	Cancelamento Voluntário - IN CVM 480/09	CANCELADA	18/08/2011	FASE PRÉ-OPERACIONAL	21/07/2010	Categoria A	21/07/2010	KPMG AUDITORES ASSOCIADOS	52803244000106	SEDE	Rua Joaquim Floriano, 466	16 andar conj. 1614	Itaim Bibi	SÃO PAULO	SP	BRASIL		(11) 30787279	(11) 30787279	ri@cervejasonline.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	JOãO RODRIGO MAIER	31/03/2010	RUA JOAQUIM FLORIANO, 466	16º ANDAR C. 1614	ITAIM-BIBI	SÃO PAULO	SP		4534000	(11) 30787279	(11) 30787279	ri@cervejasonline.com.br	BALCÃO NÃO ORGANIZADO
16527	RGE SUL DISTRIBUIDORA DE ENERGIA S.A.	AES SUL DISTRIB. GAÚCHA DE ENERGIA S.A.	ENERGIA ELÉTRICA	PJ	2016440000162	13/10/1997	28/07/1997			ATIVO	13/10/1997	FASE OPERACIONAL	13/10/1997	Categoria B	01/01/2010	KPMG AUDITORES INDEPENDENTES	57755217000129	SEDE	Avenida São Borja, nº 2.801		Bairro Fazenda	SÃO LEOPOLDO	RS	BRASIL		(19) 37566083		aessul@aes.com	DIRETOR DE RELAÇÕES COM INVESTIDORES	YUEHUI PAN	01/02/2019	RD ENGENHEIRO M NOEL N BURNIER	1755- KM 2,5	PARQUE SÃO QUIRINO	CAMPINAS	SP		13088140	(19) 37566211	(0) 0	ri@cpfl.com.br	
24635	RHC SECURITIZADORA DE CRÉDITOS S.A.	RHC SECURITIZADORA DE CRÉDITOS S.A.	SECURITIZAÇÃO DE RECEBÍVEIS	PJ	30702767000123	29/01/2019	02/01/2018	30/06/2020	Cancelamento Voluntário - IN CVM 480/09	CANCELADA	30/06/2020	FASE PRÉ-OPERACIONAL	15/10/2018	Categoria B	29/01/2019	AUDIFACTOR AUDITORES INDEPENDENTES S/S	7037795000151	SEDE	AVENIDA VENÂNCIO AIRES,  1779	SALA 02B	CENTRO	SANTO ÂNGELO	RS	BRASIL		(55) 33123865	(55) 33123865	nichole@thncompany.com	DIRETOR DE RELAÇÕES COM INVESTIDORES	NICHOLE CAROLINE MOTTA GONÇALEZ	02/01/2018	RUA ANTUNES RIBAS, 2036	APTº 401	CENTRO	SANTO ÂNGELO	RS		98803230	(55) 33123865	(55) 33123865	nichole@thncompany.com	
4421	RHODIA AGRO SA	RHODIA	TEXTIL E VESTUÁRIO	PJ	89163430000138	12/07/1982		09/01/1990	ATENDIMENTO AS NORMAS DA INSTR CVM 03/78	CANCELADA	09/01/1990					ARTHUR ANDERSEN BIEDERMANN A I	44038248000117	SEDE	AV MARIA C AGUIAR 215 BL B 5.			SÃO PAULO	SP	BRASIL		(11) 5453739			DIRETOR DE RELAÇÕES COM INVESTIDORES	PATRICK M CAILLAUX	12/07/1982	RHONE POULENO SA FRANCA			SÃO PAULO	SP		5804000	(11) 5454313			
10065	RHODIA SA	RHODIA	TEXTIL E VESTUÁRIO	PJ	57507626000106	12/07/1982		15/10/1993	ATENDIMENTO AS NORMAS DA INSTR CVM 03/78	CANCELADA	15/10/1993					ARTHUR ANDERSEN BIEDERMANN A I	44038248000117	SEDE	AV MARIA COELHO AGUIAR 215 3			SÃO PAULO	SP	BRASIL		(11) 5454220			DIRETOR DE RELAÇÕES COM INVESTIDORES	MICHEL RAYMOND ROBERT CHAVANON	12/07/1982	RHONE POULENO SA FRANCA			SÃO PAULO	SP		1014000	(11) 2390711			BALCÃO NÃO ORGANIZADO
6106	RHODIA-STER FIPACK SA	FISIBA	TEXTIL E VESTUÁRIO	PJ	15179682000119	11/12/1970		04/09/1998	ATENDIMENTO AS NORMAS DA INSTR CVM 229/95	CANCELADA	04/09/1998					ARTHUR ANDERSEN BIEDERMANN A I	44038248000117	SEDE	RUA ANTONIO CHAGAS 945			SÃO PAULO	SP	BRASIL		(11) 5361300	(11) 5231214		DIRETOR DE RELAÇÕES COM INVESTIDORES	WALTER CIRILLO	11/12/1970	RUA ANTONIO CHAGAS 945			SÃO PAULO	SP		4714001	(11) 5361300	(0011) 5231214		BALCÃO NÃO ORGANIZADO
12009	RIB SA	RIB	EXTRAÇÃO MINERAL	PJ	15232127000103	22/06/1984		25/04/1997	ELISÃO POR INCORPORAÇÃO	CANCELADA	25/04/1997					KPMG AUDITORES INDEPENDENTES	57755217000129	SEDE	RUA DA AJUDA 35/18 ANDAR			RIO DE JANEIRO	RJ	BRASIL		(21) 25322811	(21) 22624341		DIRETOR DE RELAÇÕES COM INVESTIDORES	JOSE CABRAL DE ALENCAR	22/06/1984	RUA DA AJUDA 35/18 ANDAR			RIO DE JANEIRO	RJ		20040000	(21) 5322811	(0021) 2624341		BOLSA
14583	RIBEIRAO PRETO WATER PARK SA	RIBEIRAO PRETO	EMP. ADM. PARTICIPAÇÕES	PJ	72991714000110	11/10/1994	27/10/1993	30/06/2004	ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02	CANCELADA	30/06/2004					ETAE AUDITORES INDEPENDENTES	47207295000135	SEDE	KM 311 RODOVIA SP 328		BONFIM PAULISTA	RIBEIRÃO PRETO	SP	BRASIL		(14) 35229329		ncastanho@terra.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	NELSON CASTANHO	11/10/1994	KM 311 RODOVIA SP-328		BONFIM PAULISTA	RIBEIRÃO PRETO	SP		14110000	(16  ) 6720596	(16  ) 6722218		
10073	RICASA ROLANDIA IC E AGRI SA	RICASA	AGRICULTURA (AÇUCAR, ALCOOL E CANA)	PJ	80902018000118	17/08/1963		22/03/2005	CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98	CANCELADA	22/03/2005					PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES	61562112000120	SEDE	AV PRESIDENTE VARGAS 1132		CENTRO	ROLÂNDIA	PR	BRASIL		(0432) 531249			DIRETOR DE RELAÇÕES COM INVESTIDORES	KLAUS NIXDORF	17/08/1963	BR 369 KM.159			CAMBÉ	PR		86180000	(0432) 531249			BALCÃO NÃO ORGANIZADO
14036	RIMA IMPRESSORA SA	RIMA IMPRESSORA SA	Máquinas, Equipamentos, Veículos e Peças	PJ	51033975000157	21/09/1992		22/03/2005	CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98	CANCELADA	22/03/2005					KPMG AUDITORES INDEPENDENTES	57755217000129	SEDE	ESTRADA DE ALDEINHA 648		ALPHAVILLE	BARUERI	SP	BRASIL		(11) 8425842	(11) 8433753		DIRETOR DE RELAÇÕES COM INVESTIDORES	FLAVIO FERRIS ZANNI	21/09/1992	RUA BUTANTA 461 - 10 ANDAR			SÃO PAULO	SP		5424000	(11) 8138588	(0011) 2125248		BALCÃO NÃO ORGANIZADO
12840	RIMET EMPREEND. INDS. E COMERCIAIS S/A	RHEEM EMPRS	METALURGIA E SIDERURGIA	PJ	29388352000148	12/06/1986	15/05/1985	31/10/2012	Cancelamento Voluntário - IN CVM 480/09	CANCELADA	31/10/2012	FASE OPERACIONAL	12/06/1986	Categoria A	01/01/2010	LMPG AUDITORES INDEPENDENTES	29184207000145	SEDE	RODOVIA PRESIDENTE DUTRA S/N	KM 298	PARQUE EMBAIXADOR	RESENDE	RJ	BRASIL		(24) 33837396	(24) 33837396	EDUARDO.MASTANDREA@RIMET.COM.BR	DIRETOR DE RELAÇÕES COM INVESTIDORES	EDUARDO MASTANDREA JUNIOR	26/08/2003	AV. DR. CARDOSO DE MELLO, 1855	7ª ANDAR	VILA OLIMPIA	SÃO PAULO	SP		4548000	(11) 28775008	(11) 28775130	EDUARDO.MASTANDREA@RIMET.COM.BR	BOLSA
10081	RIO GRANDE CIA CEL DO SUL	RIOCELL	PAPEL E CELULOSE	PJ	90348632000133	04/10/1982		10/04/1986	ELISÃO POR INCORPORAÇÃO	CANCELADA	10/04/1986							SEDE	R.SAO GERALDO, 1800  /SALA 212			GUAÍBA	RS	BRASIL		(0512) 801388			DIRETOR DE RELAÇÕES COM INVESTIDORES	PAULO ROBERTO LEKE	04/10/1982	R.SAO GERALDO, 1800			GUAÍBA	RS		92500000	(0512) 801388			BALCÃO NÃO ORGANIZADO
16535	RIO GRANDE ENERGIA SA	RGE - RIO GRANDE ENERGIA	ENERGIA ELÉTRICA	PJ	2016439000138	13/10/1997	28/07/1997	01/01/2019	ELISÃO POR INCORPORAÇÃO	CANCELADA	01/01/2019	FASE OPERACIONAL	13/10/1997	Categoria B	01/01/2010	KPMG AUDITORES INDEPENDENTES	57755217000129	SEDE	Rua Mário de Boni	1902	Floresta	CAXIAS DO SUL	RS	BRASIL		(19) 37566083		diretoriafinanceira@rge-rs.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	GUSTAVO ESTRELLA	28/02/2013	ROD ENG MIGUEL NOEL N. BURNIER	1755, KM 2,5	PARQUE SAO QUIRINO	CAMPINAS	SP		13088140	(19) 37566083	(19) 37568777	ri@cpfl.com.br	BALCÃO NÃO ORGANIZADO
22969	RIO MONSARÁS PARTICIPAÇÕES S/A	RIO MONSARÁS PARTICIPAÇÕES S/A	ENERGIA ELÉTRICA	PJ	14969641000163	06/09/2012	18/07/2011	23/07/2014	Cancelamento Voluntário - IN CVM 480/09	CANCELADA	23/07/2014	FASE PRÉ-OPERACIONAL	06/06/2012	Categoria B	06/06/2012	RSM ACAL AUDITORES INDEPENDENTES S/S	7377136000164	SEDE	Avenida Presidente Vargas, 482	Sala 1701	Centro	RIO DE JANEIRO	RJ	BRASIL		(21) 21695900	(21) 21695900	ri@diferencialenergia.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	FERNANDO VELLOSO CAÚLA SOARES	01/06/2012	AV. MARECHAL FLORIANO	Nº 19, SL 1902	CENTRO	RIO DE JANEIRO	RJ		20080003	(RJ) 21695903	(21) 21695901	fernando.caula@diferencialenergia.com.br	
10090	RIO OTHON PALACE HOTEL SA	RIO OTHON	HOSPEDAGEM E TURISMO	PJ	42149559000128	30/11/1973		18/02/1994	ELISÃO POR INCORPORAÇÃO	CANCELADA	18/02/1994					DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES	49928567000111	SEDE	R TEOFILO OTONI 15 S 212 214			RIO DE JANEIRO	RJ	BRASIL		(21) 22916111			DIRETOR DE RELAÇÕES COM INVESTIDORES	PAULO BRITO BEZERRA DE MELLO	30/11/1973	R TEOFILO OTONI 15 9 ANDAR			RIO DE JANEIRO	RJ		20090000	(21) 2916111			BOLSA
18368	RIO PARANAPANEMA ENERGIA SA	DUKE ENERGY INT,GERAÇÃO PARANAPANEMA SA	ENERGIA ELÉTRICA	PJ	2998301000181	14/07/1999	04/02/1999			ATIVO	14/07/1999	FASE OPERACIONAL	14/07/1999	Categoria A	01/01/2010	PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES	61562112000120	SEDE	Rua Funchal, 418	29º andar	Vila Olimpia	SÃO PAULO	SP	BRASIL		(11) 55013426	(11) 55013573	patricio.martins@ctgbr.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	CARLOS ALBERTO RODRIGUES DE CARVALHO	04/11/2011	RUA FUNCHAL, 418	29º ANDAR	VILA OLÍMPIA	SÃO PAULO	SP		4551060	(11) 55013426	(11) 55013573	BR_DiretorRI@ctgbr.com.br	BOLSA
18872	RIOEST ESTACIONAMENTOS SA	RIOEST	Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração	PJ	3392498000173	05/02/2001	24/08/1999	26/04/2012	Cancelamento Voluntário - IN CVM 480/09	CANCELADA	26/04/2012	FASE PRÉ-OPERACIONAL	31/03/2001	Categoria A	01/01/2010	EXACTO AUDITORIA S/S	87924072000103	SEDE	RUA DONA ROMANA	183	ENGENHO NOVO	RIO DE JANEIRO	RJ	BRASIL		(51) 32141246	(51) 32213971	ALV@SULTEPA.COM.BR	DIRETOR DE RELAÇÕES COM INVESTIDORES	ÂNGELO LÚCIO VILLARINHO DA SILVA	04/12/2006	TRAV. FRANCISCO LEONARDO TRUDA	40-11º ANDAR	CENTRO	PORTO ALEGRE	RS		90010050	(51  ) 32141281	(51  ) 32213971	ALV@SULTEPA.COM.BR	BALCÃO NÃO ORGANIZADO
24368	RIOLOAN 2 COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS	RIOLOAN 2 COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS	SECURITIZAÇÃO DE RECEBÍVEIS	PJ	28442718000157	06/04/2018	30/05/2017			ATIVO	06/04/2018	FASE PRÉ-OPERACIONAL	05/02/2018	Categoria B	06/04/2018	KPMG AUDITORES INDEPENDENTES	57755217000129	SEDE	Avenida Brigadeiro Faria Lima, nº 4440	11º andar, parte	Itaim Bibi	SÃO PAULO	SP	BRASIL		(11) 31272700	(11) 31272708	ri.fiduciario@rbcapital.com	DIRETOR DE RELAÇÕES COM INVESTIDORES	FLÁVIA PALACIOS MENDONÇA BAILUNE	31/01/2018	AV. BRIGADEIRO FARIA LIMA,4440	11º ANDAR - PARTE	ITAIM BIBI	SÃO PAULO	SP		4538132	(11) 31272700	(11) 31272708	estruturacao@rbcapital.com	
10103	RIPASA SA CELULOSE E PAPEL	RIPASA	PAPEL E CELULOSE	PJ	51468791000110	24/11/1982		28/08/2006	ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02	CANCELADA	28/08/2006					ERNST & YOUNG AUDITORES INDEPENDENTES S/S	61366936000125	SEDE	RUA CLODOMIRO AMAZONAS, 249		ITAIM BIBI	SÃO PAULO	SP	BRASIL		(11) 34915000	(11) 34915264	www.ripasa.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	AURELIANO IENO COSTA	01/04/2005	RUA CLODOMIRO AMAZONAS, 249	6º ANDAR	ITAIM-BIBI	SÃO PAULO	SP		4537010	(11) 34915385	(11) 34915007	AICOSTA@RIPASA.COM.BR	BOLSA
24996	RIVA 9 EMPREENDIMENTOS IMOBILIARIOS S/A	RIVA 9 EMPREENDIMENTOS IMOBILIARIOS S/A	Construção Civil, Mat. Constr. e Decoração	PJ	13457942000145	28/07/2020	31/01/2011			ATIVO	28/07/2020	FASE OPERACIONAL	04/03/2020	Categoria A	28/07/2020	ERNST & YOUNG AUDITORES INDEPENDENTES S/S	61366936000125	SEDE	RUA DOS OTONI, N. 177		SANTA EFIGÊNIA	BELO HORIZONTE	MG			(31) 34315400	(31) 34315400	ri@riva9.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	PAULO HENRIQUE MARTINS DE SOUSA	04/03/2020	RUA DOS OTONI, N. 177		SANTA EFIGÊNIA	BELO HORIZONTE	MG		30150270	(11) 34315400	(31) 34315400	ri@riva9.com.br	
10111	RIZZO SA IND ALIM	RIZZO	ALIMENTOS	PJ	92750793000184	22/06/1971		30/10/1985	ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78	CANCELADA	30/10/1985							SEDE	DESVIO RIZZO			CAXIAS DO SUL	RS	BRASIL		(54) 2212633			DIRETOR DE RELAÇÕES COM INVESTIDORES	NESTOR DE OLIVEIRA RIZZO	22/06/1971	RUA ERNESTO ALVES, 99			PORTO ALEGRE	RS		90000000	(0512) 2212633			BOLSA
22330	RJ CAPITAL PARTNERS S.A.	RJCP EQUITY S/A	Emp. Adm. Part. - Sem Setor Principal	PJ	8281683000104	13/01/2011	09/08/2006	30/05/2018	Cancelamento de ofício - IN CVM 480/09	CANCELADA	30/05/2018	FASE PRÉ-OPERACIONAL	13/01/2011	Categoria A	13/01/2011	BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES	54276936000179	SEDE	Av. Embaixador Abelardo Bueno, nº 1	sl 213F	Barra da Tijuca	RIO DE JANEIRO	RJ	BRASIL		(21) 31787300	(21) 39569550	dri@rjcpequity.com	DIRETOR DE RELAÇÕES COM INVESTIDORES	RICARDO BUENO SAAB	30/04/2012	AV. ALMIRANTE BARROSO,139	GRUPO 1202	CENTRO	RIO DE JANEIRO	RJ		20031005	(21) 31787305	(21) 39569550	dri@rjcpequity.com	
20451	RNI NEGÓCIOS IMOBILIÁRIOS S.A.	RODOBENS NEGOCIOS IMOBILIARIOS SA	Construção Civil, Mat. Constr. e Decoração	PJ	67010660000124	18/01/2007	01/01/1949			ATIVO	18/01/2007	FASE OPERACIONAL	18/01/2007	Categoria A	01/01/2010	PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES	61562112000120	SEDE	Avenida Francisco das Chagas de Oliveira	2500	Higienópolis	SÃO JOSÉ DO RIO PRETO	SP	BRASIL		(17) 21371752	(17) 21371736	rni.ri@rni.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	CARLOS BIANCONI	21/03/2017	AV. FRANCISCO DAS CHAGAS	DE OLIVEIRA 2.455	HIGIENÓPOLIS	SÃO JOSÉ DO RIO PRETO	SP		15085485	(17) 21371874	(11) 98206836	henrique.ravazzi@rni.com.br	BOLSA
19151	RODONORTE - CONC. ROD. INTEGRADAS S.A.	RODONORTE	Serviços Transporte e Logística	PJ	2221531000130	12/11/2001	03/11/1997			ATIVO	12/11/2001	FASE OPERACIONAL	12/11/2001	Categoria B	01/01/2010	KPMG AUDITORES INDEPENDENTES	57755217000129	SEDE	Rua Afonso Pena	87	Vila Estrela	PONTA GROSSA	PR	BRASIL		(42) 32202970	(42) 32202952	ri.rodonorte@grupoccr.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	JUVÊNCIO PIRES TERRA	02/05/2018	RUA AFONSO PENA	87	VILA ESTRELA	PONTA GROSSA			84040170	(042) 32202910	(0) 0	ri.rodonorte@grupoccr.com.br	BALCÃO NÃO ORGANIZADO
10120	RODOVIARIA SA IND IMPLS TRANSP	RODOVIARIA	Máquinas, Equipamentos, Veículos e Peças	PJ	88612049000146	20/07/1977		19/04/1993	ATENDIMENTO AS NORMAS DA INSTR CVM 03/78	CANCELADA	19/04/1993					BIANCHESSI & CIA  AUDITORES	60849528000161	SEDE	AV ABRAMO RANDON 770			CAXIAS DO SUL	RS	BRASIL		(54) 2222555			DIRETOR DE RELAÇÕES COM INVESTIDORES	DAVID ABRAMO RANDON	20/07/1977	RUA 15 DE NOVEMBRO 324			SÃO PAULO	SP		1013000	(11) 2390711			BOLSA
23167	RODOVIAS DAS COLINAS S.A.		Serviços Transporte e Logística	PJ	3025305000146	25/04/2013	02/03/1999			ATIVO	25/04/2013	FASE OPERACIONAL	05/02/2013	Categoria B	05/02/2013	DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES	49928567000111	SEDE	Rodovia Marechal Rondon, km 112, marginal oeste, sem numero	n/a	Jardim Oliveira	ITU	SP	BRASIL		(11) 35089634	(11) 35089601	ri@colinasnet.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	ALEXANDRE TUJISOKI	02/01/2013	RUA LEOPOLDO COUTO M. JÚNIOR	Nº 758, 12º ANDAR	ITAIM BIBI	SÃO PAULO	SP		4542000	(11) 35089617	(11) 35089634	ri@colinasnet.com.br	
10138	ROMANO MASSIGNAM SA IND COM	ROMANO MASSIGNAN		PJ	84584416000194	11/09/1975		25/10/1984	ATENDIMENTO AS NORMAS DA INSTR CVM 03/78	CANCELADA	25/10/1984							SEDE	RUA FREDERICO ARI MEYER, 46			JOAÇABA	SC	BRASIL		(0495) 220722			DIRETOR DE RELAÇÕES COM INVESTIDORES	EURICO PINHEIRO	11/09/1975	RUA FREDERICO ARI MEYER, 46			JOAÇABA	SC		89600000	(0495) 220722			BOLSA
24686	ROMAXIS SECURITIZADORA S.A.	ROMAXIS SECURITIZADORA S.A.	SECURITIZAÇÃO DE RECEBÍVEIS	PJ	29088092000195	22/03/2019	10/11/2017			ATIVO	22/03/2019	FASE PRÉ-OPERACIONAL	19/12/2018	Categoria B	22/03/2019	AUDIFACTOR AUDITORES INDEPENDENTES S/S	7037795000151	SEDE	RUA EVARISTO DA VEIGA, 101	SL G	GLORIA	JOINVILLE	SC	BRASIL		(47) 32024503	(47) 32024503	santana@romaxis.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	RICARDO QUERINO DE SANTANA	01/12/2017	RUA MARCILIO DIAS, 555	APT 603	GLORIA	JOINVILLE	SC		89218005	(47) 32024503	(47) 32024503	gustavo@fatorifinancas.com.br	
22195	ROPASC PARTICIPAÇÕES S/A	ROPASC PARTICIPAÇÕES S/A	Emp. Adm. Part. - Sem Setor Principal	PJ	11995745000154	22/10/2010	06/05/2010	31/12/2013	Cancelamento Voluntário - IN CVM 480/09	CANCELADA	31/12/2013	FASE PRÉ-OPERACIONAL	22/10/2010	Categoria B	22/10/2010	KPMG AUDITORES ASSOCIADOS	52803244000106	SEDE	Avenida Brigadeiro Faria Lima, 3900, 2°Andar	parte	Itaim Bibi	SÃO PAULO	SP	BRASIL		(11) 30711592	(11) 21737225	ri@ropascpar.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	ANTONIO LUIZ DE OLIVEIRA PINTO PASCOAL	06/05/2010	AV. BRIGADEIRO FARIA LIMA, 390	2º ANDAR	ITAIM BIBI	SÃO PAULO	SP		4538132	(11) 30711592	(11) 21738786	ri@ropascpar.com.br	
10146	ROSAFER SA	ROSAFER	EMP. ADM. PARTICIPAÇÕES	PJ	56991490000190	25/11/1982		31/08/1989	ATENDIMENTO AS NORMAS DA INSTR CVM 03/78	CANCELADA	31/08/1989					SOTECONTI AUDITORES INDEP SC	60911237000156	SEDE	AV DAS NACOES UNIDAS 10989 8			SÃO PAULO	SP	BRASIL		(11) 5439155			DIRETOR DE RELAÇÕES COM INVESTIDORES	GUILHERME AUGUSTO C DE TOLEDO	25/11/1982	AV DAS NACOES UNIDAS 10989 8			SÃO PAULO	SP		4578000	(11) 5439155			BALCÃO NÃO ORGANIZADO
